source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag
71262097489280,44.65554804396225,0.3732637057021458,1.8096667872231103,0.7233279,20.324757
86105504493056,44.79715156409356,0.630663310646299,4.12386486246213,0.020200085,10.317473
101739186254080,44.61358273311602,0.7252524390293185,3.3588774001964468,1.2526966,20.575516
103388453283584,44.65454008571897,0.762310913587232,1.7199254675230913,0.48350877,19.869883
106652628397952,44.95042293898887,0.646127210711595,1.7429939403455288,0.361105,19.325216
108267536124672,45.088503678297904,0.7389663468360734,1.6783880907611466,0.43755868,19.653414
109543141672960,45.10074966951492,0.7742741035422578,1.1300850895465544,0.085047565,15.28245
110951890948096,44.96551311298629,0.771972846155539,9.44768465132381,0.061444372,15.8379965
113180978539776,45.02902597009213,0.8390379958621637,1.6815024025400231,0.19150428,18.479734
115109419284352,45.239208056133556,0.8199983573715561,4.245965323597064,0.092523165,16.725494
115380001589760,45.20504831704796,0.8345265047147441,4.295367992291609,0.01658234,11.758517
117308442534272,45.320752149629946,0.9011709532968599,1.060631635520022,1.0141963,19.52769
117785183684608,45.2360877861864,0.8860249117965693,3.3508324728278995,0.30920073,19.33229
118025701857280,45.19944529569773,0.909969956702562,1.965346324454267,0.50264174,19.946135
118098716518528,45.22819468622174,0.9082097212099127,2.316862348768577,0.9139977,20.66635
120018566679552,45.07812002676548,0.8923269750691587,3.722874170999444,0.45666736,19.689526
120430883355008,45.095431578985696,0.9099945958812922,3.1144290156587453,0.075736806,17.100351
